NAME1,NAME2,TYPE,ID
AEROCARIBBEAN AIRLINES,AERO-CARIBBEAN,C,36
"ANGLO-CARIBBEAN CO., LTD.",AVIA IMPORT,C,173
BANCO NACIONAL DE CUBA,NATIONAL BANK OF CUBA,C,306
"COMERCIAL IBEROAMERICANA, S.A.",COIBA,C,540
"COMERCIAL DE RODAJES Y MAQUINARIA, S.A.",CRYMSA,C,552
COMERCIALIZACION DE PRODUCTOS VARIOS,COPROVA,C,555
COMERCIALIZACION DE PRODUCTOS VARIOS,COPROVA SARL,C,555
COMPANIA DE IMPORTACION Y EXPORTACION IBERIA,CIMEX,C,559
"DELVEST HOLDING, S.A.",DELVEST HOLDING COMPANY,C,651
EMPRESA CUBANA DE AVIACION,CUBANA AIRLINES,C,735
EMPRESA CUBANA DE PESCADOS Y MARISCOS,CARIBBEAN EXPORT ENTERPRISE,C,751
EMPRESA DE TURISMO NACIONAL Y INTERNACIONAL,CUBATUR,C,758
"GALAX TRADING CO., LTD.",GALAX INC.,C,815
HAVIN BANK LIMITED,"HAVANA INTERNATIONAL BANK, LTD",C,906
LA EMPRESA CUBANA DE FLETES,CUFLET,C,1287
LA EMPRESA CUBANA DE FLETES,CUBAN FREIGHT ENTERPRISE,C,1287
"TROBER, S.A.","TROVER, S.A.",C,2109
TROPIC TOURS GMBH,TROPICANA TOURS GMBH,C,2110
LA COMPANIA GENERAL DE NIQUEL,GENERAL NICKEL SA,C,3749
BANK MARKAZI JOMHOURI ISLAMI IRAN,CENTRAL BANK OF THE ISLAMIC REPUBLIC OF IRAN,C,4632
BANK MARKAZI JOMHOURI ISLAMI IRAN,BANK MARKAZI IRAN,C,4632
BANK MARKAZI JOMHOURI ISLAMI IRAN,CENTRAL BANK OF IRAN,C,4632
BANK MASKAN,HOUSING BANK - OF IRAN,C,4633
BANK REFAH KARGARAN,WORKERS' WELFARE BANK - OF IRAN,C,4635
BANK REFAH KARGARAN,BANK REFAH,C,4635
BANK KESHAVARZI IRAN,AGRICULTURAL BANK OF IRAN,C,4639
BANK KESHAVARZI IRAN,BANK KESHAVARZI,C,4639
BANK SADERAT PLC,IRAN OVERSEAS INVESTMENT BANK PLC,C,4642
BANK SADERAT PLC,IRAN OVERSEAS INVESTMENT CORPORATION LIMITED,C,4642
BANK SADERAT PLC,IRAN OVERSEAS INVESTMENT BANK LIMITED,C,4642
ABU SAYYAF GROUP,AL HARAKAT AL ISLAMIYYA,C,4688
ARMED ISLAMIC GROUP,GROUPEMENT ISLAMIQUE ARME,C,4690
ARMED ISLAMIC GROUP,AL-JAMA'AH AL-ISLAMIYAH AL-MUSALLAH,C,4690
AUM SHINRIKYO,AUM SUPREME TRUTH,C,4691
AUM SHINRIKYO,A.I.C. SOGO KENKYUSHO,C,4691
AUM SHINRIKYO,A.I.C. COMPREHENSIVE RESEARCH INSTITUTE,C,4691
AUM SHINRIKYO,ALEPH,C,4691
EUZKADI TA ASKATASUNA,BASQUE FATHERLAND AND LIBERTY,C,4693
EUZKADI TA ASKATASUNA,BATASUNA,C,4693
EUZKADI TA ASKATASUNA,EUSKAL HERRITARROK,C,4693
EUZKADI TA ASKATASUNA,HERRI BATASUNA,C,4693
EUZKADI TA ASKATASUNA,ASKATASUNA,C,4693
EUZKADI TA ASKATASUNA,EKIN,C,4693
EUZKADI TA ASKATASUNA,XAKI,C,4693
EUZKADI TA ASKATASUNA,JARRAI-HAIKA-SEGI,C,4693
EUZKADI TA ASKATASUNA,EPANASTATIKI PIRINES,C,4693
EUZKADI TA ASKATASUNA,POPULAR REVOLUTIONARY STRUGGLE,C,4693
GAMA'A AL-ISLAMIYYA,ISLAMIC GROUP,C,4694
GAMA'A AL-ISLAMIYYA,AL-GAMA'AT,C,4694
GAMA'A AL-ISLAMIYYA,ISLAMIC GAMA'AT,C,4694
GAMA'A AL-ISLAMIYYA,EGYPTIAN AL-GAMA'AT AL-ISLAMIYYA,C,4694
HAMAS,ISLAMIC RESISTANCE MOVEMENT,C,4695
HAMAS,HARAKAT AL-MUQAWAMA AL-ISLAMIYA,C,4695
HAMAS,STUDENTS OF AYYASH,C,4695
HAMAS,STUDENTS OF THE ENGINEER,C,4695
HAMAS,YAHYA AYYASH UNITS,C,4695
HAMAS,IZZ AL-DIN AL-QASSIM BRIGADES,C,4695
HAMAS,IZZ AL-DIN AL-QASSIM FORCES,C,4695
HAMAS,IZZ AL-DIN AL-QASSIM BATTALIONS,C,4695
HAMAS,IZZ AL-DIN AL QASSAM BRIGADES,C,4695
HAMAS,IZZ AL-DIN AL QASSAM FORCES,C,4695
HAMAS,IZZ AL-DIN AL QASSAM BATTALIONS,C,4695
HARAKAT UL-MUJAHIDEEN,HARAKAT UL-ANSAR,C,4696
HARAKAT UL-MUJAHIDEEN,HARAKAT UL-MUJAHIDIN,C,4696
HARAKAT UL-MUJAHIDEEN,AL-FARAN,C,4696
HARAKAT UL-MUJAHIDEEN,AL-HADID,C,4696
HARAKAT UL-MUJAHIDEEN,AL-HADITH,C,4696
HARAKAT UL-MUJAHIDEEN,JAMIAT UL-ANSAR,C,4696
HARAKAT UL-MUJAHIDEEN,ANSAR-UL-UMMAH,C,4696
HIZBALLAH,PARTY OF GOD,C,4697
HIZBALLAH,ISLAMIC JIHAD,C,4697
HIZBALLAH,ISLAMIC JIHAD ORGANIZATION,C,4697
HIZBALLAH,REVOLUTIONARY JUSTICE ORGANIZATION,C,4697
HIZBALLAH,ORGANIZATION OF THE OPPRESSED ON EARTH,C,4697
HIZBALLAH,ISLAMIC JIHAD FOR THE LIBERATION OF PALESTINE,C,4697
HIZBALLAH,ORGANIZATION OF RIGHT AGAINST WRONG,C,4697
HIZBALLAH,ANSAR ALLAH,C,4697
HIZBALLAH,FOLLOWERS OF THE PROPHET MUHAMMED,C,4697
HIZBALLAH,LEBANESE HIZBALLAH,C,4697
HIZBALLAH,LEBANESE HEZBOLLAH,C,4697
HIZBALLAH,HIZBALLAH ESO,C,4697
HIZBALLAH,HIZBALLAH INTERNATIONAL,C,4697
HIZBALLAH,EXTERNAL SECURITY ORGANIZATION OF HEZBOLLAH,C,4697
KAHANE CHAI,REPRESSION OF TRAITORS,C,4700
KAHANE CHAI,DIKUY BOGDIM,C,4700
KAHANE CHAI,DOV,C,4700
KAHANE CHAI,STATE OF JUDEA,C,4700
KAHANE CHAI,COMMITTEE FOR THE SAFETY OF THE ROADS,C,4700
KAHANE CHAI,SWORD OF DAVID,C,4700
KAHANE CHAI,JUDEA POLICE,C,4700
KAHANE CHAI,KAHANE LIVES,C,4700
KAHANE CHAI,KFAR TAPUAH FUND,C,4700
KAHANE CHAI,THE JUDEAN VOICE,C,4700
KAHANE CHAI,FOREFRONT OF THE IDEA,C,4700
KAHANE CHAI,THE QOMEMIYUT MOVEMENT,C,4700
KAHANE CHAI,THE JUDEAN LEGION,C,4700
KAHANE CHAI,THE WAY OF THE TORAH,C,4700
KAHANE CHAI,THE YESHIVA OF THE JEWISH IDEA,C,4700
KAHANE CHAI,KOACH,C,4700
KAHANE CHAI,KACH,C,4700
KAHANE CHAI,NEW KACH MOVEMENT,C,4700
KAHANE CHAI,NEWKACH.ORG,C,4700
KAHANE CHAI,KAHANE,C,4700
KAHANE CHAI,YESHIVAT HARAV MEIR,C,4700
KAHANE CHAI,THE INTERNATIONAL KAHANE MOVEMENT,C,4700
KAHANE CHAI,KAHANE.ORG,C,4700
KAHANE CHAI,JEWISH IDEA YESHIVA,C,4700
KAHANE CHAI,KAHANETZADAK.COM,C,4700
KAHANE CHAI,KAHANE TZADAK,C,4700
KAHANE CHAI,THE HATIKVA JEWISH IDENTITY CENTER,C,4700
KAHANE CHAI,THE RABBI MEIR DAVID KAHANE MEMORIAL FUND,C,4700
KAHANE CHAI,THE JEWISH IDEA YESHIVA,C,4700
KAHANE CHAI,FRIENDS OF THE JEWISH IDEA YESHIVA,C,4700
KAHANE CHAI,JUDEAN CONGRESS,C,4700
KAHANE CHAI,JEWISH LEGION,C,4700
KAHANE CHAI,THE VOICE OF JUDEA,C,4700
KAHANE CHAI,NO'AR MEIR,C,4700
KAHANE CHAI,MEIR'S YOUTH,C,4700
KAHANE CHAI,AMERICAN FRIENDS OF YESHIVAT RAV MEIR,C,4700
KAHANE CHAI,AMERICAN FRIENDS OF THE UNITED YESHIVA,C,4700
KAHANE CHAI,THE COMMITTEE AGAINST RACISM AND DISCRIMINATION,C,4700
KURDISTAN WORKERS' PARTY,PKK,C,4702
KURDISTAN WORKERS' PARTY,PARTIYA KARKERAN KURDISTAN,C,4702
KURDISTAN WORKERS' PARTY,THE PEOPLE'S DEFENSE FORCE,C,4702
KURDISTAN WORKERS' PARTY,HALU MESRU SAVUNMA KUVVETI,C,4702
KURDISTAN WORKERS' PARTY,FREEDOM AND DEMOCRACY CONGRESS OF KURDISTAN,C,4702
KURDISTAN WORKERS' PARTY,KADEK,C,4702
KURDISTAN WORKERS' PARTY,KURDISTAN FREEDOM AND DEMOCRACY CONGRESS,C,4702
KURDISTAN WORKERS' PARTY,KURDISTAN PEOPLE'S CONGRESS,C,4702
KURDISTAN WORKERS' PARTY,PEOPLE'S CONGRESS OF KURDISTAN,C,4702
KURDISTAN WORKERS' PARTY,KONGRA-GEL,C,4702
KURDISTAN WORKERS' PARTY,KGK,C,4702
LIBERATION TIGERS OF TAMIL EELAM,LTTE,C,4703
LIBERATION TIGERS OF TAMIL EELAM,TAMIL TIGERS,C,4703
LIBERATION TIGERS OF TAMIL EELAM,ELLALAN FORCE,C,4703
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,PIJ-SHAQAQI FACTION,C,4707
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,PIJ,C,4707
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,ISLAMIC JIHAD IN PALESTINE,C,4707
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,ISLAMIC JIHAD OF PALESTINE,C,4707
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,ABU GHUNAYM SQUAD OF THE HIZBALLAH BAYT AL-MAQDIS,C,4707
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,PIJ-SHALLAH FACTION,C,4707
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,PALESTINIAN ISLAMIC JIHAD,C,4707
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,AL-QUDS SQUADS,C,4707
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,SAYARA AL-QUDS,C,4707
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,AL-QUDS BRIGADES,C,4707
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,AL-AWDAH BRIGADES,C,4707
PALESTINE LIBERATION FRONT - ABU ABBAS FACTION,PALESTINE LIBERATION FRONT,C,4708
PALESTINE LIBERATION FRONT - ABU ABBAS FACTION,PLF,C,4708
PALESTINE LIBERATION FRONT - ABU ABBAS FACTION,PLF-ABU ABBAS,C,4708
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,PFLP,C,4709
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,RED EAGLES,C,4709
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,RED EAGLE GROUP,C,4709
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,RED EAGLE GANG,C,4709
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,HALHUL GANG,C,4709
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,HALHUL SQUAD,C,4709
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,PALESTINIAN POPULAR RESISTANCE FORCES,C,4709
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,PPRF,C,4709
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,MARTYR ABU-ALI MUSTAFA BATTALION,C,4709
POPULAR FRONT FOR THE LIBERATION OF PALESTINE - GENERAL COMMAND,PFLP-GC,C,4710
REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,DEVRIMCI HALK KURTULUS PARTISI-CEPHESI,C,4713
REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,DHKP/C,C,4713
REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,DEVRIMCI SOL,C,4713
REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,REVOLUTIONARY LEFT,C,4713
REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,DEV SOL,C,4713
REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,DEV SOL SILAHLI DEVRIMCI BIRLIKLERI,C,4713
REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,DEV SOL SDB,C,4713
REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,DEV SOL ARMED REVOLUTIONARY UNITS,C,4713
REVOLUTIONARY PEOPLE'S STRUGGLE,EPANASTATIKOS LAIKOS AGONAS,C,4714
REVOLUTIONARY PEOPLE'S STRUGGLE,REVOLUTIONARY POPULAR STRUGGLE,C,4714
REVOLUTIONARY PEOPLE'S STRUGGLE,POPULAR REVOLUTIONARY STRUGGLE,C,4714
REVOLUTIONARY PEOPLE'S STRUGGLE,ORGANIZATION OF REVOLUTIONARY INTERNATIONALIST SOLIDARITY,C,4714
REVOLUTIONARY PEOPLE'S STRUGGLE,REVOLUTIONARY NUCLEI,C,4714
REVOLUTIONARY PEOPLE'S STRUGGLE,REVOLUTIONARY CELLS,C,4714
REVOLUTIONARY PEOPLE'S STRUGGLE,LIBERATION STRUGGLE,C,4714
SHINING PATH,SENDERO LUMINOSO,C,4715
SHINING PATH,PARTIDO COMUNISTA DEL PERU EN EL SENDERO LUMINOSO DE JOSE CARLOS MARIATEGUI (COMMUNIST PARTY OF PERU ON THE SHINING PATH OF JOSE CARLOS MARIATEGUI),C,4715
SHINING PATH,PARTIDO COMUNISTA DEL PERU (COMMUNIST PARTY OF PERU),C,4715
SHINING PATH,SOCORRO POPULAR DEL PERU,C,4715
SHINING PATH,SPP,C,4715
SHINING PATH,EJERCITO GUERRILLERO POPULAR,C,4715
SHINING PATH,EGP,C,4715
SHINING PATH,EJERCITO POPULAR DE LIBERACION,C,4715
SHINING PATH,COMMUNIST PARTY OF PERU ON THE SHINING PATH OF JOSE CARLOS MARIATEGUI,C,4715
SHINING PATH,COMMUNIST PARTY OF PERU,C,4715
SHINING PATH,PEOPLE'S AID OF PERU,C,4715
SHINING PATH,PEOPLE'S GUERRILLA ARMY,C,4715
SHINING PATH,PEOPLE'S LIBERATION ARMY,C,4715
DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE - HAWATMEH FACTION,DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE,C,4717
DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE - HAWATMEH FACTION,DFLP,C,4717
DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE - HAWATMEH FACTION,RED STAR FORCES,C,4717
DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE - HAWATMEH FACTION,RED STAR BATTALIONS,C,4717
AL QA'IDA,ISLAMIC SALVATION FOUNDATION,C,6366
AL QA'IDA,THE GROUP FOR THE PRESERVATION OF THE HOLY SITES,C,6366
AL QA'IDA,THE ISLAMIC ARMY FOR THE LIBERATION OF THE HOLY PLACES,C,6366
AL QA'IDA,THE WORLD ISLAMIC FRONT FOR JIHAD AGAINST JEWS AND CRUSADERS,C,6366
AL QA'IDA,AL QAEDA,C,6366
AL QA'IDA,THE BASE,C,6366
AL QA'IDA,USAMA BIN LADEN NETWORK,C,6366
AL QA'IDA,USAMA BIN LADEN ORGANIZATION,C,6366
AL QA'IDA,AL QAIDA,C,6366
AL QA'IDA,INTERNATIONAL FRONT FOR FIGHTING JEWS AND CRUSADES,C,6366
AL QA'IDA,ISLAMIC ARMY FOR THE LIBERATION OF HOLY SITES,C,6366
AL QA'IDA,AL-JIHAD,C,6366
AL QA'IDA,EGYPTIAN AL-JIHAD,C,6366
AL QA'IDA,EGYPTIAN ISLAMIC JIHAD,C,6366
AL QA'IDA,NEW JIHAD,C,6366
AL QA'IDA,THE JIHAD GROUP,C,6366
AL QA'IDA,ISLAMIC ARMY,C,6366
COLOMBIANA DE CERDOS LTDA.,COLCERDOS LTDA.,C,6531
DISTRIBUIDORA DE ELEMENTOS PARA LA CONSTRUCCION S.A.,D'ELCON S.A.,C,6539
TALIBAN,ISLAMIC MOVEMENT OF TALIBAN,C,6636
TALIBAN,TAHRIKE ISLAMI'A TALIBAN,C,6636
TALIBAN,TALEBAN,C,6636
TALIBAN,TALIBAN ISLAMIC MOVEMENT,C,6636
TALIBAN,TALIBANO ISLAMI TAHRIK,C,6636
COMERCIALIZADORA DE CARNES LTDA.,COMECARNES LTDA.,C,6663
SERVIAUTOS UNO A 1A LIMITADA,DIAGNOSTICENTRO LA GARANTIA,C,6680
MAQUINARIA TECNICA Y TIERRAS LTDA.,M.T.T. LTDA.,C,6722
INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A,INPESCA S.A.,C,6824
NEW IRISH REPUBLICAN ARMY,REAL IRISH REPUBLICAN ARMY,C,6853
NEW IRISH REPUBLICAN ARMY,32 COUNTY SOVEREIGNTY COMMITTEE,C,6853
NEW IRISH REPUBLICAN ARMY,32 COUNTY SOVEREIGNTY MOVEMENT,C,6853
NEW IRISH REPUBLICAN ARMY,REAL OGLAIGH NA HEIREANN,C,6853
NEW IRISH REPUBLICAN ARMY,IRISH REPUBLICAN PRISONERS WELFARE ASSOCIATION,C,6853
NEW IRISH REPUBLICAN ARMY,IRA ARMY COUNCIL,C,6853
UNITED SELF-DEFENSE FORCES OF COLOMBIA,AUTODEFENSAS UNIDAS DE COLOMBIA,C,6895
UNITED SELF-DEFENSE FORCES OF COLOMBIA,AUC,C,6895
SALAFIST GROUP FOR CALL AND COMBAT,GSPC,C,6897
SALAFIST GROUP FOR CALL AND COMBAT,LE GROUPE SALAFISTE POUR LA PREDICATION ET LE COMBAT,C,6897
SALAFIST GROUP FOR CALL AND COMBAT,SALAFIST GROUP FOR PREACHING AND COMBAT,C,6897
SALAFIST GROUP FOR CALL AND COMBAT,AL-QA'IDA IN THE ISLAMIC MAGHREB,C,6897
SALAFIST GROUP FOR CALL AND COMBAT,AQIM,C,6897
SALAFIST GROUP FOR CALL AND COMBAT,TANZIM AL-QA'IDA FI BILAD AL-MAGHRIB AL-ISLAMIYA,C,6897
AL-ITIHAAD AL-ISLAMIYA,AIAI,C,6899
WAFA HUMANITARIAN ORGANIZATION,AL WAFA,C,6911
WAFA HUMANITARIAN ORGANIZATION,AL WAFA ORGANIZATION,C,6911
WAFA HUMANITARIAN ORGANIZATION,WAFA AL-IGATHA AL-ISLAMIA,C,6911
AL RASHID TRUST,AL RASHEED TRUST,C,6912
AL RASHID TRUST,AL-RASHID TRUST,C,6912
AL RASHID TRUST,AL-RASHEED TRUST,C,6912
AL RASHID TRUST,AL AMIN WELFARE TRUST,C,6912
AL RASHID TRUST,AL AMIN TRUST,C,6912
AL RASHID TRUST,AL AMEEN TRUST,C,6912
AL RASHID TRUST,AL-AMEEN TRUST,C,6912
AL RASHID TRUST,AL MADINA TRUST,C,6912
AL RASHID TRUST,AL-MADINA TRUST,C,6912
AL RASHID TRUST,MAYMAR TRUST,C,6912
AL RASHID TRUST,MAIMAR TRUST,C,6912
AL RASHID TRUST,MOMAR TRUST,C,6912
AL RASHID TRUST,MEYMAR TRUST,C,6912
MAMOUN DARKAZANLI IMPORT-EXPORT COMPANY,DARKAZANLI COMPANY,C,6913
MAMOUN DARKAZANLI IMPORT-EXPORT COMPANY,DARKAZANLI EXPORT-IMPORT SONDERPOSTEN,C,6913
JAISH-I-MOHAMMED,ARMY OF MOHAMMED,C,6935
JAISH-I-MOHAMMED,MOHAMMED'S ARMY,C,6935
JAISH-I-MOHAMMED,TEHRIK UL-FURQAAN,C,6935
JAISH-I-MOHAMMED,JAISH-E-MOHAMMED,C,6935
JAISH-I-MOHAMMED,KHUDAMUL ISLAM,C,6935
JAISH-I-MOHAMMED,KHUDDAM-UL-ISLAM,C,6935
JAISH-I-MOHAMMED,KUDDAM E ISLAMI,C,6935
JAM'YAH TA'AWUN AL-ISLAMIA,SOCIETY OF ISLAMIC COOPERATION,C,6936
JAM'YAH TA'AWUN AL-ISLAMIA,JAM'IYAT AL TA'AWUN AL ISLAMIYYA,C,6936
JAM'YAH TA'AWUN AL-ISLAMIA,JIT,C,6936
AL-AQSA ISLAMIC BANK,AL-AQSA AL-ISLAMI BANK,C,7114
BEIT EL-MAL HOLDINGS,ARAB PALESTINIAN BEIT EL-MAL COMPANY,C,7115
BEIT EL-MAL HOLDINGS,BEIT AL MAL HOLDINGS,C,7115
BEIT EL-MAL HOLDINGS,BEIT EL MAL AL-PHALASTINI AL-ARABI AL-MUSHIMA AL-AAMA AL-MAHADUDA LTD.,C,7115
BEIT EL-MAL HOLDINGS,"PALESTINIAN ARAB BEIT EL MAL CORPORATION, LTD.",C,7115
HOLY LAND FOUNDATION FOR RELIEF AND DEVELOPMENT,OCCUPIED LAND FUND,C,7116
UMMAH TAMEER E-NAU,UMMAH TAMEER I-NAU,C,7132
UMMAH TAMEER E-NAU,UMMAH TAMIR I-NAU,C,7132
UMMAH TAMEER E-NAU,UMMAH TAMIR E-NAU,C,7132
UMMAH TAMEER E-NAU,RECONSTRUCTION OF THE MUSLIM UMMAH,C,7132
UMMAH TAMEER E-NAU,RECONSTRUCTION OF THE ISLAMIC COMMUNITY,C,7132
UMMAH TAMEER E-NAU,FOUNDATION FOR CONSTRUCTION,C,7132
UMMAH TAMEER E-NAU,RECONSTRUCTION FOUNDATION,C,7132
UMMAH TAMEER E-NAU,NATION BUILDING,C,7132
UMMAH TAMEER E-NAU,UMMAT TAMIR-I-PAU,C,7132
UMMAH TAMEER E-NAU,UMMAT TAMIR E-NAU,C,7132
LASHKAR E-TAYYIBA,LASHKAR E-TOIBA,C,7140
LASHKAR E-TAYYIBA,LASHKAR-I-TAIBA,C,7140
LASHKAR E-TAYYIBA,ARMY OF THE RIGHTEOUS,C,7140
LASHKAR E-TAYYIBA,ARMY OF THE PURE,C,7140
LASHKAR E-TAYYIBA,ARMY OF THE PURE AND RIGHTEOUS,C,7140
LASHKAR E-TAYYIBA,AL MANSOOREEN,C,7140
LASHKAR E-TAYYIBA,AL MANSOORIAN,C,7140
LASHKAR E-TAYYIBA,PAASBAN-E-KASHMIR,C,7140
LASHKAR E-TAYYIBA,PAASBAN-I-AHLE-HADITH,C,7140
LASHKAR E-TAYYIBA,PASBAN-E-KASHMIR,C,7140
LASHKAR E-TAYYIBA,PASBAN-E-AHLE-HADITH,C,7140
LASHKAR E-TAYYIBA,PAASBAN-E-AHLE-HADIS,C,7140
LASHKAR E-TAYYIBA,JAMAAT-UD-DAWA,C,7140
LASHKAR E-TAYYIBA,JAMA'AT AL-DAWA,C,7140
LASHKAR E-TAYYIBA,JAMAAT UD-DAAWA,C,7140
LASHKAR E-TAYYIBA,JAMAAT UL-DAWAH,C,7140
LASHKAR E-TAYYIBA,JAMAAT-UL-DAWA,C,7140
LASHKAR E-TAYYIBA,JAMA'AT-I-DAWAT,C,7140
LASHKAR E-TAYYIBA,JAMAIAT-UD-DAWA,C,7140
LASHKAR E-TAYYIBA,JAMA'AT-UD-DA'AWAH,C,7140
LASHKAR E-TAYYIBA,JAMA'AT-UD-DA'AWA,C,7140
LASHKAR E-TAYYIBA,JAMAATI-UD-DAWA,C,7140
LASHKAR E-TAYYIBA,IDARA KHIDMAT-E-KHALQ,C,7140
LASHKAR E-TAYYIBA,FALAH-I-INSANIAT FOUNDATION (FIF),C,7140
LASHKAR E-TAYYIBA,FALAH-E-INSANIAT FOUNDATION,C,7140
LASHKAR E-TAYYIBA,FALAH-E-INSANIYAT,C,7140
LASHKAR E-TAYYIBA,FALAH-I-INSANIYAT,C,7140
LASHKAR E-TAYYIBA,FALAH INSANIA,C,7140
LASHKAR E-TAYYIBA,WELFARE OF HUMANITY,C,7140
LASHKAR E-TAYYIBA,HUMANITARIAN WELFARE FOUNDATION,C,7140
LASHKAR E-TAYYIBA,HUMAN WELFARE FOUNDATION,C,7140
LASHKAR E-TAYYIBA,AL-ANFAL TRUST,C,7140
LASHKAR E-TAYYIBA,TEHRIK-E-HURMAT-E-RASOOL,C,7140
LASHKAR E-TAYYIBA,TEHRIK-E-TAHAFUZ QIBLA AWWAL,C,7140
LASHKAR E-TAYYIBA,AL-MUHAMMADIA STUDENTS,C,7140
LASHKAR E-TAYYIBA,KASHMIR FREEDOM MOVEMENT,C,7140
LASHKAR E-TAYYIBA,TEHREEK-E-AZADI-E-KASHMIR,C,7140
LASHKAR E-TAYYIBA,TEHREEK AZADI JAMMU AND KASHMIR,C,7140
LASHKAR E-TAYYIBA,TEHREEK-E-AZADI JAMMU AND KASHMIR,C,7140
LASHKAR E-TAYYIBA,TEHREEK-I-AZADI-I KASHMIR,C,7140
LASHKAR E-TAYYIBA,TEHREEK-E-AZADI-E-JAMMU AND KASHMIR,C,7140
LASHKAR E-TAYYIBA,MOVEMENT FOR FREEDOM OF KASHMIR,C,7140
LASHKAR E-TAYYIBA,MILLI MUSLIM LEAGUE,C,7140
LASHKAR E-TAYYIBA,MILLI MUSLIM LEAGUE PAKISTAN,C,7140
CONTINUITY IRA,CONTINUITY ARMY COUNCIL,C,7141
CONTINUITY IRA,CONTINUITY IRISH REPUBLICAN ARMY,C,7141
CONTINUITY IRA,REPUBLICAN SINN FEIN,C,7141
ULSTER DEFENCE ASSOCIATION,ULSTER FREEDOM FIGHTERS,C,7146
"COMPLEJO TURISTICO OASIS, S.A. DE C.V.",OASIS BEACH RESORT & CONVENTION CENTER,C,7154
"COMPLEJO TURISTICO OASIS, S.A. DE C.V.",OASIS BEACH RESORT AND CONVENTION CENTER,C,7154
"DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.",DISTRIBUIDORA IMPERIAL,C,7156
"DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.",DIBC,C,7156
"FARMACIA VIDA SUPREMA, S.A. DE C.V.",FARMACIAS VIDA,C,7157
"FARMACIA VIDA SUPREMA, S.A. DE C.V.",FARMACIA VIDA,C,7157
AL-AQSA MARTYRS BRIGADE,AL-AQSA MARTYRS BATTALION,C,7200
THE AID ORGANIZATION OF THE ULEMA,AL RASHID TRUST,C,7201
THE AID ORGANIZATION OF THE ULEMA,AL RASHEED TRUST,C,7201
THE AID ORGANIZATION OF THE ULEMA,AL-RASHEED TRUST,C,7201
THE AID ORGANIZATION OF THE ULEMA,AL-RASHID TRUST,C,7201
ASKATASUNA,GESTORAS PRO-AMNISTIA,C,7219
NEW PEOPLE'S ARMY / COMMUNIST PARTY OF THE PHILIPPINES,NPA,C,7234
NEW PEOPLE'S ARMY / COMMUNIST PARTY OF THE PHILIPPINES,NEW PEOPLE'S ARMY,C,7234
NEW PEOPLE'S ARMY / COMMUNIST PARTY OF THE PHILIPPINES,COMMUNIST PARTY OF THE PHILIPPINES,C,7234
EASTERN TURKISTAN ISLAMIC MOVEMENT,EASTERN TURKISTAN ISLAMIC PARTY,C,7262
EASTERN TURKISTAN ISLAMIC MOVEMENT,ETIM,C,7262
EASTERN TURKISTAN ISLAMIC MOVEMENT,ETIP,C,7262
TUNISIAN COMBAT GROUP,GCT,C,7268
TUNISIAN COMBAT GROUP,GROUPE COMBATTANT TUNISIEN,C,7268
TUNISIAN COMBAT GROUP,JAMA'A COMBATTANTE TUNISIEN,C,7268
TUNISIAN COMBAT GROUP,TUNISIAN COMBATANT GROUP,C,7268
"GLOBAL RELIEF FOUNDATION, INC.",FONDATION SECOURS MONDIAL A.S.B.L.,C,7270
