NAME1,NAME2,TYPE,ID
"GLOBAL RELIEF FOUNDATION, INC.",FONDATION SECOURS MONDIAL-BELGIQUE A.S.B.L.,C,7270
"GLOBAL RELIEF FOUNDATION, INC.",FONDATION SECOURS MONDIAL-KOSOVA,C,7270
"GLOBAL RELIEF FOUNDATION, INC.",FONDATION SECOURS MONDIAL VZW,C,7270
"GLOBAL RELIEF FOUNDATION, INC.",FONDATION SECOURS MONDIAL 'WORLD RELIEF',C,7270
"GLOBAL RELIEF FOUNDATION, INC.","STICHTING WERELDHULP-BELGIE, V.Z.W.",C,7270
"GLOBAL RELIEF FOUNDATION, INC.",SECOURS MONDIAL DE FRANCE,C,7270
JEMAA ISLAMIYAH,JEMA'A ISLAMIYAH,C,7280
JEMAA ISLAMIYAH,JEMA'A ISLAMIYYA,C,7280
JEMAA ISLAMIYAH,JEMA'A ISLAMIYYAH,C,7280
JEMAA ISLAMIYAH,JEMA'AH ISLAMIYAH,C,7280
JEMAA ISLAMIYAH,JEMA'AH ISLAMIYYAH,C,7280
JEMAA ISLAMIYAH,JEMAA ISLAMIYA,C,7280
JEMAA ISLAMIYAH,JEMAA ISLAMIYYA,C,7280
JEMAA ISLAMIYAH,JEMAA ISLAMIYYAH,C,7280
JEMAA ISLAMIYAH,JEMAAH ISLAMIAH,C,7280
JEMAA ISLAMIYAH,JEMAAH ISLAMIYAH,C,7280
JEMAA ISLAMIYAH,JEMAAH ISLAMIYYAH,C,7280
VISCAYA LTDA.,VIZCAYA LTDA.,C,7295
BENEVOLENCE INTERNATIONAL FUND,BENEVOLENT INTERNATIONAL FUND,C,7322
BENEVOLENCE INTERNATIONAL FUND,BIF-CANADA,C,7322
BOSANSKA IDEALNA FUTURA,BECF CHARITABLE EDUCATIONAL CENTER,C,7323
BOSANSKA IDEALNA FUTURA,BENEVOLENCE EDUCATIONAL CENTER,C,7323
BOSANSKA IDEALNA FUTURA,BIF-BOSNIA,C,7323
BOSANSKA IDEALNA FUTURA,BOSNIAN IDEAL FUTURE,C,7323
MOROCCAN ISLAMIC COMBATANT GROUP,GICM,C,7324
MOROCCAN ISLAMIC COMBATANT GROUP,GROUPE ISLAMIQUE COMBATTANT MAROCAIN,C,7324
LAJNAT AL DAAWA AL ISLAMIYYA,ISLAMIC CALL COMMITTEE,C,7325
LAJNAT AL DAAWA AL ISLAMIYYA,LAJNA ALDAWA ALISALMIAH,C,7325
LAJNAT AL DAAWA AL ISLAMIYYA,LAJNA ALDAWA ALISLAMIA,C,7325
LAJNAT AL DAAWA AL ISLAMIYYA,LAJNA ALDAWA ALISLAMIYA,C,7325
LAJNAT AL DAAWA AL ISLAMIYYA,LAJNAT AL D'AWA AL ISLAMIAK,C,7325
LAJNAT AL DAAWA AL ISLAMIYYA,LAJNAT AL DAAWA AL ISLAMIYA,C,7325
LAJNAT AL DAAWA AL ISLAMIYYA,LAJNAT AL DAWA,C,7325
LAJNAT AL DAAWA AL ISLAMIYYA,LAJNAT AL DAWA AL ISLAMIA,C,7325
LAJNAT AL DAAWA AL ISLAMIYYA,LAJNAT ALDAWA AL ISLAMIAH,C,7325
LAJNAT AL DAAWA AL ISLAMIYYA,LAJNAT ALDAWA ALISLAMIA,C,7325
STICHTING BENEVOLENCE INTERNATIONAL NEDERLAND,BENEVOLENCE INTERNATIONAL NEDERLAND,C,7330
STICHTING BENEVOLENCE INTERNATIONAL NEDERLAND,STG.BENEVOLENCE INTERNATIONAL NEDERLAND,C,7330
LASHKAR I JHANGVI,LASHKAR E JHANGVI,C,7331
LASHKAR I JHANGVI,LASHKAR-I-JHANGVI,C,7331
LASHKAR I JHANGVI,LASHKAR E JHANGVI AL-ALAMI,C,7331
LASHKAR I JHANGVI,LASHKAR E JHANGVI AL-ALMI,C,7331
LASHKAR I JHANGVI,LEJ AL-ALAMI,C,7331
ANSAR AL-ISLAM,JUND AL-ISLAM,C,7472
ANSAR AL-ISLAM,ANSAR AL-SUNNA,C,7472
ANSAR AL-ISLAM,ANSAR AL-SUNNA ARMY,C,7472
ANSAR AL-ISLAM,JAISH ANSAR AL-SUNNA,C,7472
THE RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS,RIYADH-AS-SALIHEEN,C,7473
THE RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS,RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF SHAHIDS (MARTYRS),C,7473
THE RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS,RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION,C,7473
THE RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS,THE SABOTAGE AND MILITARY SURVEILLANCE GROUP OF THE RIYADH AL-SALIHIN MARTYRS,C,7473
THE SPECIAL PURPOSE ISLAMIC REGIMENT,ISLAMIC REGIMENT OF SPECIAL MEANING,C,7474
THE SPECIAL PURPOSE ISLAMIC REGIMENT,THE AL-JIHAD-FISI-SABILILAH SPECIAL ISLAMIC REGIMENT,C,7474
THE SPECIAL PURPOSE ISLAMIC REGIMENT,THE ISLAMIC SPECIAL PURPOSE REGIMENT,C,7474
THE ISLAMIC INTERNATIONAL BRIGADE,INTERNATIONAL BATTALION,C,7475
THE ISLAMIC INTERNATIONAL BRIGADE,ISLAMIC PEACEKEEPING INTERNATIONAL BRIGADE,C,7475
THE ISLAMIC INTERNATIONAL BRIGADE,PEACEKEEPING BATTALION,C,7475
THE ISLAMIC INTERNATIONAL BRIGADE,THE INTERNATIONAL BRIGADE,C,7475
THE ISLAMIC INTERNATIONAL BRIGADE,THE ISLAMIC PEACEKEEPING ARMY,C,7475
THE ISLAMIC INTERNATIONAL BRIGADE,THE ISLAMIC PEACEKEEPING BRIGADE,C,7475
BANANERA AGRICOLA S.A.,BANAGRICOLA S.A.,C,7576
CONSTRUCCIONES PROGRESO DEL PUERTO S.A.,CONPUERTO S.A.,C,7581
CREDISA S.A.,COMERCIALIZADORA AUTOMOTRIZ S.A.,C,7583
CRIADERO LA LUISA E.U.,INDUSTRIA AGROPECUARIA SANTA ELENA LTDA.,C,7584
OCCIDENTAL DE PAPELES LTDA.,OCCIPAPEL LTDA.,C,7595
SERVICIO AEREO DE SANTANDER E.U.,S.A.S. E.U.,C,7598
TODOBOLSAS Y COLSOBRES,RODRIGUEZ CARRENO LTDA. TODO BOLSAS Y COLSOBRES,C,7631
AL-AQSA E.V.,AL-AQSA SPANMAL STIFTELSE,C,7638
AL-AQSA E.V.,AL-AQSA ASBL,C,7638
AL-AQSA E.V.,AL-AQSA FOUNDATION,C,7638
AL-AQSA E.V.,AL-AQSA CHARITABLE FOUNDATION,C,7638
AL-AQSA E.V.,AL-AQSA CHARITABLE ORGANIZATION,C,7638
AL-AQSA E.V.,AL-AQSA INTERNATIONAL FOUNDATION,C,7638
AL-AQSA E.V.,AL-AQSA ISLAMIC CHARITABLE SOCIETY,C,7638
AL-AQSA E.V.,AL-AQSA SINABIL ESTABLISHMENT,C,7638
AL-AQSA E.V.,AL-AQSA SPANM I STIFTELSE,C,7638
AL-AQSA E.V.,AQSSA SOCIETY,C,7638
AL-AQSA E.V.,AQSSA SOCIETY YEMEN,C,7638
AL-AQSA E.V.,CHARITABLE AL-AQSA ESTABLISHMENT,C,7638
AL-AQSA E.V.,CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,C,7638
AL-AQSA E.V.,FORENINGEN AL-AQSA,C,7638
AL-AQSA E.V.,ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,C,7638
AL-AQSA E.V.,MU' ASA AL-AQSA AL-KHAYRIYYA,C,7638
AL-AQSA E.V.,MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,C,7638
AL-AQSA E.V.,SANABIL AL-AQSA CHARITABLE FOUNDATION,C,7638
AL-AQSA E.V.,STICHTING AL-AQSA,C,7638
AL-AQSA E.V.,SWEDISH CHARITABLE AQSA EST.,C,7638
AL-AQSA E.V.,NUSRAT AL-AQSA AL-SHARIF,C,7638
STICHTING AL-AQSA,AL-AQSA SPANMAL STIFTELSE,C,7639
STICHTING AL-AQSA,AL-AQSA ASBL,C,7639
STICHTING AL-AQSA,AL-AQSA CHARITABLE FOUNDATION,C,7639
STICHTING AL-AQSA,AL-AQSA CHARITABLE ORGANIZATION,C,7639
STICHTING AL-AQSA,AL-AQSA E.V.,C,7639
STICHTING AL-AQSA,AL-AQSA FOUNDATION,C,7639
STICHTING AL-AQSA,AL-AQSA INTERNATIONAL FOUNDATION,C,7639
STICHTING AL-AQSA,AL-AQSA ISLAMIC CHARITABLE SOCIETY,C,7639
STICHTING AL-AQSA,AL-AQSA SINABIL ESTABLISHMENT,C,7639
STICHTING AL-AQSA,AL-AQSA SPANM I STIFTELSE,C,7639
STICHTING AL-AQSA,AQSSA SOCIETY,C,7639
STICHTING AL-AQSA,AQSSA SOCIETY YEMEN,C,7639
STICHTING AL-AQSA,CHARITABLE AL-AQSA ESTABLISHMENT,C,7639
STICHTING AL-AQSA,CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,C,7639
STICHTING AL-AQSA,FORENINGEN AL-AQSA,C,7639
STICHTING AL-AQSA,ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,C,7639
STICHTING AL-AQSA,MU' ASA AL-AQSA AL-KHAYRIYYA,C,7639
STICHTING AL-AQSA,MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,C,7639
STICHTING AL-AQSA,SANABIL AL-AQSA CHARITABLE FOUNDATION,C,7639
STICHTING AL-AQSA,SWEDISH CHARITABLE AQSA EST.,C,7639
STICHTING AL-AQSA,NUSRAT AL-AQSA AL-SHARIF,C,7639
FORENINGEN AL-AQSA,AL-AQSA SPANMAL STIFTELSE,C,7640
FORENINGEN AL-AQSA,AL-AQSA ASBL,C,7640
FORENINGEN AL-AQSA,AL-AQSA CHARITABLE FOUNDATION,C,7640
FORENINGEN AL-AQSA,AL-AQSA CHARITABLE ORGANIZATION,C,7640
FORENINGEN AL-AQSA,AL-AQSA E.V.,C,7640
FORENINGEN AL-AQSA,AL-AQSA FOUNDATION,C,7640
FORENINGEN AL-AQSA,AL-AQSA INTERNATIONAL FOUNDATION,C,7640
FORENINGEN AL-AQSA,AL-AQSA ISLAMIC CHARITABLE SOCIETY,C,7640
FORENINGEN AL-AQSA,AL-AQSA SINABIL ESTABLISHMENT,C,7640
FORENINGEN AL-AQSA,AL-AQSA SPANM I STIFTELSE,C,7640
FORENINGEN AL-AQSA,AQSSA SOCIETY,C,7640
FORENINGEN AL-AQSA,AQSSA SOCIETY YEMEN,C,7640
FORENINGEN AL-AQSA,CHARITABLE AL-AQSA ESTABLISHMENT,C,7640
FORENINGEN AL-AQSA,CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,C,7640
FORENINGEN AL-AQSA,ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,C,7640
FORENINGEN AL-AQSA,MU' ASA AL-AQSA AL-KHAYRIYYA,C,7640
FORENINGEN AL-AQSA,MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,C,7640
FORENINGEN AL-AQSA,SANABIL AL-AQSA CHARITABLE FOUNDATION,C,7640
FORENINGEN AL-AQSA,STICHTING AL-AQSA,C,7640
FORENINGEN AL-AQSA,SWEDISH CHARITABLE AQSA EST.,C,7640
FORENINGEN AL-AQSA,NUSRAT AL-AQSA AL-SHARIF,C,7640
AL-AQSA,AL-AQSA SPANMAL STIFTELSE,C,7641
AL-AQSA,AL-AQSA CHARITABLE FOUNDATION,C,7641
AL-AQSA,AL-AQSA CHARITABLE ORGANIZATION,C,7641
AL-AQSA,AL-AQSA E.V.,C,7641
AL-AQSA,AL-AQSA FOUNDATION,C,7641
AL-AQSA,AL-AQSA INTERNATIONAL FOUNDATION,C,7641
AL-AQSA,AL-AQSA ISLAMIC CHARITABLE SOCIETY,C,7641
AL-AQSA,AL-AQSA SINABIL ESTABLISHMENT,C,7641
AL-AQSA,AL-AQSA SPANM I STIFTELSE,C,7641
AL-AQSA,AQSSA SOCIETY,C,7641
AL-AQSA,AQSSA SOCIETY YEMEN,C,7641
AL-AQSA,CHARITABLE AL-AQSA ESTABLISHMENT,C,7641
AL-AQSA,CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,C,7641
AL-AQSA,FORENINGEN AL-AQSA,C,7641
AL-AQSA,ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,C,7641
AL-AQSA,MU' ASA AL-AQSA AL-KHAYRIYYA,C,7641
AL-AQSA,MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,C,7641
AL-AQSA,SANABIL AL-AQSA CHARITABLE FOUNDATION,C,7641
AL-AQSA,STICHTING AL-AQSA,C,7641
AL-AQSA,SWEDISH CHARITABLE AQSA EST.,C,7641
AL-AQSA,NUSRAT AL-AQSA AL-SHARIF,C,7641
AQSSA SOCIETY YEMEN,AL-AQSA SPANMAL STIFTELSE,C,7642
AQSSA SOCIETY YEMEN,AL-AQSA ASBL,C,7642
AQSSA SOCIETY YEMEN,AL-AQSA CHARITABLE FOUNDATION,C,7642
AQSSA SOCIETY YEMEN,AL-AQSA CHARITABLE ORGANIZATION,C,7642
AQSSA SOCIETY YEMEN,AL-AQSA E.V.,C,7642
AQSSA SOCIETY YEMEN,AL-AQSA FOUNDATION,C,7642
AQSSA SOCIETY YEMEN,AL-AQSA INTERNATIONAL FOUNDATION,C,7642
AQSSA SOCIETY YEMEN,AL-AQSA ISLAMIC CHARITABLE SOCIETY,C,7642
AQSSA SOCIETY YEMEN,AL-AQSA SINABIL ESTABLISHMENT,C,7642
AQSSA SOCIETY YEMEN,AL-AQSA SPANM I STIFTELSE,C,7642
AQSSA SOCIETY YEMEN,AQSSA SOCIETY,C,7642
AQSSA SOCIETY YEMEN,CHARITABLE AL-AQSA ESTABLISHMENT,C,7642
AQSSA SOCIETY YEMEN,CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,C,7642
AQSSA SOCIETY YEMEN,FORENINGEN AL-AQSA,C,7642
AQSSA SOCIETY YEMEN,ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,C,7642
AQSSA SOCIETY YEMEN,MU' ASA AL-AQSA AL-KHAYRIYYA,C,7642
AQSSA SOCIETY YEMEN,MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,C,7642
AQSSA SOCIETY YEMEN,SANABIL AL-AQSA CHARITABLE FOUNDATION,C,7642
AQSSA SOCIETY YEMEN,STICHTING AL-AQSA,C,7642
AQSSA SOCIETY YEMEN,SWEDISH CHARITABLE AQSA EST.,C,7642
AQSSA SOCIETY YEMEN,NUSRAT AL-AQSA AL-SHARIF,C,7642
AL-AQSA FOUNDATION,AL-AQSA SPANMAL STIFTELSE,C,7645
AL-AQSA FOUNDATION,AL-AQSA ASBL,C,7645
AL-AQSA FOUNDATION,AL-AQSA CHARITABLE FOUNDATION,C,7645
AL-AQSA FOUNDATION,AL-AQSA CHARITABLE ORGANIZATION,C,7645
AL-AQSA FOUNDATION,AL-AQSA E.V.,C,7645
AL-AQSA FOUNDATION,AL-AQSA INTERNATIONAL FOUNDATION,C,7645
AL-AQSA FOUNDATION,AL-AQSA ISLAMIC CHARITABLE SOCIETY,C,7645
AL-AQSA FOUNDATION,AL-AQSA SINABIL ESTABLISHMENT,C,7645
AL-AQSA FOUNDATION,AL-AQSA SPANM I STIFTELSE,C,7645
AL-AQSA FOUNDATION,AQSSA SOCIETY,C,7645
AL-AQSA FOUNDATION,AQSSA SOCIETY YEMEN,C,7645
AL-AQSA FOUNDATION,CHARITABLE AL-AQSA ESTABLISHMENT,C,7645
AL-AQSA FOUNDATION,CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,C,7645
AL-AQSA FOUNDATION,FORENINGEN AL-AQSA,C,7645
AL-AQSA FOUNDATION,ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,C,7645
AL-AQSA FOUNDATION,MU' ASA AL-AQSA AL-KHAYRIYYA,C,7645
AL-AQSA FOUNDATION,MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,C,7645
AL-AQSA FOUNDATION,SANABIL AL-AQSA CHARITABLE FOUNDATION,C,7645
AL-AQSA FOUNDATION,STICHTING AL-AQSA,C,7645
AL-AQSA FOUNDATION,SWEDISH CHARITABLE AQSA EST.,C,7645
AL-AQSA FOUNDATION,NUSRAT AL-AQSA AL-SHARIF,C,7645
ALBANIAN NATIONAL ARMY,AKSH,C,7649
BIO CORPORATION,BOSNIAN INVESTMENT ORGANIZATION,C,7658
CETNIK RAVNAGORSKI POKRET,CRP,C,7671
FRONT FOR ALBANIAN NATIONAL UNITY,FBKSH,C,7679
"LIBERATION ARMY OF PRESEVO, MEDVEDJA, AND BUJANOVAC",UCPMB,C,7720
NATIONAL COMMITTEE FOR THE LIBERATION AND PROTECTION OF ALBANIAN LANDS,KKCMTSH,C,7754
NATIONAL LIBERATION ARMY,NLA,C,7755
NATIONAL LIBERATION ARMY,UCK,C,7755
NATIONAL MOVEMENT FOR THE LIBERATION OF KOSOVO,LKCK,C,7756
"POLITICAL COUNCIL OF PRESEVO, MEDVEDJA, AND BUJANOVAC",PCPMB,C,7769
POPULAR MOVEMENT OF KOSOVO,LPK,C,7771
PUMA SECURITY COMPANY,PUMA SECURITY SERVICE,C,7774
PUMA SECURITY COMPANY,PUMA SECURITY AGENCY,C,7774
UNITED WA STATE ARMY,UWSA,C,7825
UNITED WA STATE ARMY,UNITED WA STATE PARTY,C,7825
UNITED WA STATE ARMY,UWSP,C,7825
ASSOCIATION DE SECOURS PALESTINIENS,ASSOCIATION FOR PALESTINIAN AID,C,7911
ASSOCIATION DE SECOURS PALESTINIENS,ASSOCIATION SECOUR PALESTINIEN,C,7911
ASSOCIATION DE SECOURS PALESTINIENS,HUMANITARE HILFSORGANISATION FUR PALASTINA,C,7911
ASSOCIATION DE SECOURS PALESTINIENS,LAJNA AL-IGHATHA AL-FILISTINI,C,7911
ASSOCIATION DE SECOURS PALESTINIENS,PALESTINE RELIEF COMMITTEE,C,7911
ASSOCIATION DE SECOURS PALESTINIENS,PALESTINIAN AID COUNCIL,C,7911
ASSOCIATION DE SECOURS PALESTINIENS,PALESTINIAN AID ORGANIZATION,C,7911
ASSOCIATION DE SECOURS PALESTINIENS,PALESTINIAN RELIEF SOCIETY,C,7911
ASSOCIATION DE SECOURS PALESTINIENS,RELIEF ASSOCIATION FOR PALESTINE,C,7911
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,AL AQSA ASSISTANCE CHARITABLE COUNCIL,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,AL-LAJNA AL-KHAYRIYYA LIL MUNASARA AL-AQSA,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,BENEVOLENCE COMMITTEE FOR SOLIDARITY WITH PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,BENEVOLENT COMMITTEE FOR SUPPORT OF PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,CHARITABLE COMMITTEE FOR PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,CHARITABLE COMMITTEE FOR SOLIDARITY WITH PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,CHARITABLE COMMITTEE FOR SUPPORTING PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,CHARITABLE ORGANIZATION IN SUPPORT OF PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,COMITE' DE BIENFAISANCE POUR LA SOLIDARITE' AVEC LA PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,COMMITTEE FOR AID AND SOLIDARITY WITH PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,COMMITTEE FOR ASSISTANCE AND SOLIDARITY WITH PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,COMMITTEE FOR CHARITY AND SOLIDARITY WITH PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,COMPANIE BENIFICENT DE SOLIDARITE AVEC PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,COUNCIL OF CHARITY AND SOLIDARITY,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,DE BIENFAISANCE ET DE COMMITE LE SOLIDARITE AVEC LA PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,RELIEF COMMITTEE FOR SOLIDARITY WITH PALESTINE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,HUMANI'TERRE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,HUMANITERRE,C,7916
COMITE' DE BIENFAISANCE ET DE SECOURS AUX PALESTINIENS,SOUTIEN HUMANI'TERRE,C,7916
INTERPAL,AL-SANDUQ AL-FILISTINI LIL-IGHATHA,C,7917
INTERPAL,AL-SANDUQ AL-FILISTINI LIL-IGHATHA WA AL-TANMIYA,C,7917
INTERPAL,PALESTINE DEVELOPMENT AND RELIEF FUND,C,7917
INTERPAL,PALESTINE RELIEF AND DEVELOPMENT FUND,C,7917
INTERPAL,PALESTINE RELIEF FUND,C,7917
INTERPAL,PALESTINIAN AID AND SUPPORT FUND,C,7917
INTERPAL,PALESTINIAN RELIEF AND DEVELOPMENT FUND,C,7917
INTERPAL,PALESTINIAN RELIEF FUND,C,7917
INTERPAL,PALESTINE AND LEBANON RELIEF FUND,C,7917
INTERPAL,PRDF,C,7917
INTERPAL,RELIEF AND DEVELOPMENT FUND FOR PALESTINE,C,7917
INTERPAL,WELFARE AND DEVELOPMENT FUND FOR PALESTINE,C,7917
INTERPAL,WELFARE AND DEVELOPMENT FUND OF PALESTINE,C,7917
PALESTINIAN ASSOCIATION IN AUSTRIA,PALAESTINAENSER VEREIN,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALAESTINAENSERVEREIN OESTERREICH,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALAESTINENSISCH VERBAND OESTERREICH,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALAESTINENSISCHE VEREINIGUNG,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALAESTININIENSISCHE BEREINIGUNG,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINE LEAGUE,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINE UNION,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINENSISCHE VER IN STERREICH,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINIAN ASSOCIATION,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINIAN ISLAMIC ASSOCIATION IN AUSTRIA,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINIAN ISLAMIC LEAGUE IN AUSTRIA,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINIAN LEAGUE IN AUSTRIA,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINIAN ORGANIZATION,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINIAN UNION IN AUSTRIA,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINISCHE VEREINIGUNG,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PVOE,C,7918
PALESTINIAN ASSOCIATION IN AUSTRIA,PALESTINIAN UNION,C,7918
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,AL SANABIL,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,AL-SANBAL,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,ASANABIL,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,JA'MIA SANBLE LLAGHATHA WA ALTINMIA,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,JAMI'A SANABIL,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,JAMI'A SANABIL LIL IGATHA WA AL-TANMIYZ,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SANABAL,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SANABEL,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SANABIL,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SANABIL AL-AQSA,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SANABIL FOR AID AND DEVELOPMENT,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SANABIL FOR RELIEF AND DEVELOPMENT,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SANABIL GROUP FOR RELIEF AND DEVELOPMENT,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SANIBAL,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SANNABIL,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SANNIBIL,C,7919
SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,SINABUL,C,7919
AL-AKHTAR TRUST INTERNATIONAL,AKHTARABAD MEDICAL CAMP,C,7946
AL-AKHTAR TRUST INTERNATIONAL,AL-AKHTAR MEDICAL CENTRE,C,7946
AL-AKHTAR TRUST INTERNATIONAL,PAKISTAN RELIEF FOUNDATION,C,7946
AL-AKHTAR TRUST INTERNATIONAL,PAKISTANI RELIEF FOUNDATION,C,7946
AL-AKHTAR TRUST INTERNATIONAL,AZMAT-E-PAKISTAN TRUST,C,7946
AL-AKHTAR TRUST INTERNATIONAL,AZMAT PAKISTAN TRUST,C,7946
AL-BAKOUN ALA AL-AHD ORGANIZATION,FAITHFUL TO THE OATH,C,8083
DHAMAT HOUMET DAAWA SALAFIA,DJAMAAT HOUMAT ED DAWA ESSALAFIA,C,8085
DHAMAT HOUMET DAAWA SALAFIA,DJAMAAT HOUMAT ED DAAWA ES SALAFIYA,C,8085
DHAMAT HOUMET DAAWA SALAFIA,DJAMAATT HOUMAT ED DAAWA ES SALAFIYA,C,8085
DHAMAT HOUMET DAAWA SALAFIA,EL-AHOUAL BATTALION,C,8085
DHAMAT HOUMET DAAWA SALAFIA,GROUP PROTECTORS OF SALAFIST PREACHING,C,8085
DHAMAT HOUMET DAAWA SALAFIA,GROUP OF SUPPORTERS OF THE SALAFIST TREND,C,8085
DHAMAT HOUMET DAAWA SALAFIA,GROUP OF SUPPORTERS OF THE SALAFISTE TREND,C,8085
DHAMAT HOUMET DAAWA SALAFIA,THE HORROR SQUADRON,C,8085
DHAMAT HOUMET DAAWA SALAFIA,HOUMAT ED DAAWA ES SALIFIYA,C,8085
DHAMAT HOUMET DAAWA SALAFIA,HOUMAT ED-DAAOUA ES-SALAFIA,C,8085
DHAMAT HOUMET DAAWA SALAFIA,HOUMATE ED-DAAWA ES-SALAFIA,C,8085
DHAMAT HOUMET DAAWA SALAFIA,HOUMATE EL DA'AWAA ES-SALAFIYYA,C,8085
DHAMAT HOUMET DAAWA SALAFIA,KATIBAT EL AHOUAL,C,8085
